"","studyid","envfactor","envunits","species","year","envtype","envchange"
"284","HMK019","temperature","C","Phytoplankton1 spp.",1979,"water",0.0394542953533508
"285","HMK019","temperature","C","Phytoplankton1 spp.",1980,"water",0.0394542953533508
"286","HMK019","temperature","C","Phytoplankton1 spp.",1981,"water",0.0394542953533508
"287","HMK019","temperature","C","Phytoplankton1 spp.",1982,"water",0.0394542953533508
"288","HMK019","temperature","C","Phytoplankton1 spp.",1983,"water",0.0394542953533508
"289","HMK019","temperature","C","Phytoplankton1 spp.",1984,"water",0.0394542953533508
"290","HMK019","temperature","C","Phytoplankton1 spp.",1985,"water",0.0394542953533508
"291","HMK019","temperature","C","Phytoplankton1 spp.",1986,"water",0.0394542953533508
"292","HMK019","temperature","C","Phytoplankton1 spp.",1987,"water",0.0394542953533508
"293","HMK019","temperature","C","Phytoplankton1 spp.",1988,"water",0.0394542953533508
"294","HMK019","temperature","C","Phytoplankton1 spp.",1989,"water",0.0394542953533508
"295","HMK019","temperature","C","Phytoplankton1 spp.",1990,"water",0.0394542953533508
"296","HMK019","temperature","C","Phytoplankton1 spp.",1991,"water",0.0394542953533508
"297","HMK019","temperature","C","Phytoplankton1 spp.",1992,"water",0.0394542953533508
"298","HMK019","temperature","C","Phytoplankton1 spp.",1993,"water",0.0394542953533508
"299","HMK019","temperature","C","Phytoplankton1 spp.",1994,"water",0.0394542953533508
"300","HMK019","temperature","C","Phytoplankton1 spp.",1995,"water",0.0394542953533508
"301","HMK019","temperature","C","Phytoplankton1 spp.",1996,"water",0.0394542953533508
"302","HMK019","temperature","C","Phytoplankton1 spp.",1997,"water",0.0394542953533508
"303","HMK019","temperature","C","Phytoplankton1 spp.",1998,"water",0.0394542953533508
"304","HMK019","temperature","C","Phytoplankton1 spp.",1999,"water",0.0394542953533508
"305","HMK019","temperature","C","Phytoplankton1 spp.",2000,"water",0.0394542953533508
"306","HMK019","temperature","C","Phytoplankton1 spp.",2001,"water",0.0394542953533508
"307","HMK019","temperature","C","Phytoplankton1 spp.",2002,"water",0.0394542953533508
"308","HMK019","temperature","C","Phytoplankton1 spp.",2003,"water",0.0394542953533508
"309","HMK019","temperature","C","Phytoplankton1 spp.",2004,"water",0.0394542953533508
"310","HMK019","temperature","C","Phytoplankton1 spp.",2005,"water",0.0394542953533508
"311","HMK019","temperature","C","Phytoplankton1 spp.",2006,"water",0.0394542953533508
"312","HMK019","temperature","C","Phytoplankton1 spp.",2007,"water",0.0394542953533508
"313","HMK019","temperature","C","Phytoplankton1 spp.",2008,"water",0.0394542953533508
"314","HMK019","temperature","C","Phytoplankton1 spp.",1969,"water",0.0394542953533508
"315","HMK019","temperature","C","Phytoplankton1 spp.",1970,"water",0.0394542953533508
"316","HMK019","temperature","C","Phytoplankton1 spp.",1971,"water",0.0394542953533508
"317","HMK019","temperature","C","Phytoplankton1 spp.",1972,"water",0.0394542953533508
"318","HMK019","temperature","C","Phytoplankton1 spp.",1973,"water",0.0394542953533508
"319","HMK019","temperature","C","Phytoplankton1 spp.",1974,"water",0.0394542953533508
"320","HMK019","temperature","C","Phytoplankton1 spp.",1975,"water",0.0394542953533508
"321","HMK019","temperature","C","Phytoplankton1 spp.",1976,"water",0.0394542953533508
"322","HMK019","temperature","C","Phytoplankton1 spp.",1977,"water",0.0394542953533508
"323","HMK019","temperature","C","Phytoplankton1 spp.",1978,"water",0.0394542953533508
"324","HMK019","temperature","C","Phytoplankton1 spp.",1980,"water",0.0394542953533508
"325","HMK019","temperature","C","Phytoplankton1 spp.",1981,"water",0.0394542953533508
"326","HMK019","temperature","C","Phytoplankton1 spp.",1982,"water",0.0394542953533508
"327","HMK019","temperature","C","Phytoplankton1 spp.",1983,"water",0.0394542953533508
"328","HMK019","temperature","C","Phytoplankton1 spp.",1984,"water",0.0394542953533508
"329","HMK019","temperature","C","Phytoplankton1 spp.",1985,"water",0.0394542953533508
"330","HMK019","temperature","C","Phytoplankton1 spp.",1986,"water",0.0394542953533508
"331","HMK019","temperature","C","Phytoplankton1 spp.",1987,"water",0.0394542953533508
"332","HMK019","temperature","C","Phytoplankton1 spp.",1988,"water",0.0394542953533508
"333","HMK019","temperature","C","Phytoplankton1 spp.",1989,"water",0.0394542953533508
"334","HMK019","temperature","C","Phytoplankton1 spp.",1990,"water",0.0394542953533508
"335","HMK019","temperature","C","Phytoplankton1 spp.",1991,"water",0.0394542953533508
"336","HMK019","temperature","C","Phytoplankton1 spp.",1992,"water",0.0394542953533508
"337","HMK019","temperature","C","Phytoplankton1 spp.",1993,"water",0.0394542953533508
"338","HMK019","temperature","C","Phytoplankton1 spp.",1994,"water",0.0394542953533508
"339","HMK019","temperature","C","Phytoplankton1 spp.",1995,"water",0.0394542953533508
"340","HMK019","temperature","C","Phytoplankton1 spp.",1996,"water",0.0394542953533508
"341","HMK019","temperature","C","Phytoplankton1 spp.",1997,"water",0.0394542953533508
"342","HMK019","temperature","C","Phytoplankton1 spp.",1998,"water",0.0394542953533508
"343","HMK019","temperature","C","Phytoplankton1 spp.",1999,"water",0.0394542953533508
"344","HMK019","temperature","C","Phytoplankton1 spp.",2000,"water",0.0394542953533508
"345","HMK019","temperature","C","Phytoplankton1 spp.",2001,"water",0.0394542953533508
"346","HMK019","temperature","C","Phytoplankton1 spp.",2002,"water",0.0394542953533508
"347","HMK019","temperature","C","Phytoplankton1 spp.",2003,"water",0.0394542953533508
"348","HMK019","temperature","C","Phytoplankton1 spp.",2004,"water",0.0394542953533508
"349","HMK019","temperature","C","Phytoplankton1 spp.",2005,"water",0.0394542953533508
"350","HMK019","temperature","C","Phytoplankton1 spp.",2006,"water",0.0394542953533508
"351","HMK019","temperature","C","Phytoplankton1 spp.",2007,"water",0.0394542953533508
"352","HMK019","temperature","C","Phytoplankton1 spp.",2008,"water",0.0394542953533508
"353","HMK019","temperature","C","Phytoplankton1 spp.",1969,"water",0.0394542953533508
"354","HMK019","temperature","C","Perca fluviatillis",1970,"water",0.0427817865853658
"355","HMK019","temperature","C","Perca fluviatillis",1971,"water",0.0427817865853658
"356","HMK019","temperature","C","Perca fluviatillis",1972,"water",0.0427817865853658
"357","HMK019","temperature","C","Perca fluviatillis",1973,"water",0.0427817865853658
"358","HMK019","temperature","C","Perca fluviatillis",1974,"water",0.0427817865853658
"359","HMK019","temperature","C","Perca fluviatillis",1975,"water",0.0427817865853658
"360","HMK019","temperature","C","Perca fluviatillis",1976,"water",0.0427817865853658
"361","HMK019","temperature","C","Perca fluviatillis",1977,"water",0.0427817865853658
"362","HMK019","temperature","C","Perca fluviatillis",1978,"water",0.0427817865853658
"363","HMK019","temperature","C","Perca fluviatillis",1979,"water",0.0427817865853658
"364","HMK019","temperature","C","Perca fluviatillis",1980,"water",0.0427817865853658
"365","HMK019","temperature","C","Perca fluviatillis",1981,"water",0.0427817865853658
"366","HMK019","temperature","C","Perca fluviatillis",1982,"water",0.0427817865853658
"367","HMK019","temperature","C","Perca fluviatillis",1983,"water",0.0427817865853658
"368","HMK019","temperature","C","Perca fluviatillis",1984,"water",0.0427817865853658
"369","HMK019","temperature","C","Perca fluviatillis",1985,"water",0.0427817865853658
"370","HMK019","temperature","C","Perca fluviatillis",1986,"water",0.0427817865853658
"371","HMK019","temperature","C","Perca fluviatillis",1987,"water",0.0427817865853658
"372","HMK019","temperature","C","Perca fluviatillis",1988,"water",0.0427817865853658
"373","HMK019","temperature","C","Perca fluviatillis",1989,"water",0.0427817865853658
"374","HMK019","temperature","C","Perca fluviatillis",1990,"water",0.0427817865853658
"375","HMK019","temperature","C","Perca fluviatillis",1991,"water",0.0427817865853658
"376","HMK019","temperature","C","Perca fluviatillis",1992,"water",0.0427817865853658
"377","HMK019","temperature","C","Perca fluviatillis",1993,"water",0.0427817865853658
"378","HMK019","temperature","C","Perca fluviatillis",1994,"water",0.0427817865853658
"379","HMK019","temperature","C","Perca fluviatillis",1995,"water",0.0427817865853658
"380","HMK019","temperature","C","Perca fluviatillis",1996,"water",0.0427817865853658
"381","HMK019","temperature","C","Perca fluviatillis",1997,"water",0.0427817865853658
"382","HMK019","temperature","C","Perca fluviatillis",1998,"water",0.0427817865853658
"383","HMK019","temperature","C","Perca fluviatillis",1999,"water",0.0427817865853658
"384","HMK019","temperature","C","Perca fluviatillis",2000,"water",0.0427817865853658
"385","HMK019","temperature","C","Perca fluviatillis",2001,"water",0.0427817865853658
"386","HMK019","temperature","C","Perca fluviatillis",2002,"water",0.0427817865853658
"387","HMK019","temperature","C","Perca fluviatillis",2003,"water",0.0427817865853658
"388","HMK019","temperature","C","Perca fluviatillis",2004,"water",0.0427817865853658
"389","HMK019","temperature","C","Perca fluviatillis",2005,"water",0.0427817865853658
"390","HMK019","temperature","C","Perca fluviatillis",2006,"water",0.0427817865853658
"391","HMK019","temperature","C","Perca fluviatillis",2007,"water",0.0427817865853658
"392","HMK019","temperature","C","Perca fluviatillis",2008,"water",0.0427817865853658
"393","HMK019","temperature","C","Perca fluviatillis",1969,"water",0.0427817865853658
"394","HMK019","temperature","C","Perca fluviatillis",1970,"water",0.0427817865853658
"395","HMK019","temperature","C","Perca fluviatillis",1971,"water",0.0427817865853658
"396","HMK019","temperature","C","Perca fluviatillis",1972,"water",0.0427817865853658
"397","HMK019","temperature","C","Perca fluviatillis",1973,"water",0.0427817865853658
"398","HMK019","temperature","C","Perca fluviatillis",1974,"water",0.0427817865853658
"399","HMK019","temperature","C","Perca fluviatillis",1975,"water",0.0427817865853658
"400","HMK019","temperature","C","Perca fluviatillis",1976,"water",0.0427817865853658
"401","HMK019","temperature","C","Perca fluviatillis",1977,"water",0.0427817865853658
"402","HMK019","temperature","C","Perca fluviatillis",1978,"water",0.0427817865853658
"403","HMK019","temperature","C","Perca fluviatillis",1979,"water",0.0427817865853658
"404","HMK019","temperature","C","Perca fluviatillis",1980,"water",0.0427817865853658
"405","HMK019","temperature","C","Perca fluviatillis",1981,"water",0.0427817865853658
"406","HMK019","temperature","C","Perca fluviatillis",1982,"water",0.0427817865853658
"407","HMK019","temperature","C","Perca fluviatillis",1983,"water",0.0427817865853658
"408","HMK019","temperature","C","Perca fluviatillis",1984,"water",0.0427817865853658
"409","HMK019","temperature","C","Perca fluviatillis",1985,"water",0.0427817865853658
"410","HMK019","temperature","C","Perca fluviatillis",1986,"water",0.0427817865853658
"411","HMK019","temperature","C","Perca fluviatillis",1987,"water",0.0427817865853658
"412","HMK019","temperature","C","Perca fluviatillis",1988,"water",0.0427817865853658
"413","HMK019","temperature","C","Perca fluviatillis",1989,"water",0.0427817865853658
"414","HMK019","temperature","C","Perca fluviatillis",1990,"water",0.0427817865853658
"415","HMK019","temperature","C","Perca fluviatillis",1991,"water",0.0427817865853658
"416","HMK019","temperature","C","Perca fluviatillis",1992,"water",0.0427817865853658
"417","HMK019","temperature","C","Perca fluviatillis",1993,"water",0.0427817865853658
"418","HMK019","temperature","C","Perca fluviatillis",1994,"water",0.0427817865853658
"419","HMK019","temperature","C","Perca fluviatillis",1995,"water",0.0427817865853658
"420","HMK019","temperature","C","Perca fluviatillis",1996,"water",0.0427817865853658
"421","HMK019","temperature","C","Perca fluviatillis",1997,"water",0.0427817865853658
"422","HMK019","temperature","C","Perca fluviatillis",1998,"water",0.0427817865853658
"423","HMK019","temperature","C","Perca fluviatillis",1999,"water",0.0427817865853658
"424","HMK019","temperature","C","Perca fluviatillis",2000,"water",0.0427817865853658
"425","HMK019","temperature","C","Perca fluviatillis",2001,"water",0.0427817865853658
"426","HMK019","temperature","C","Perca fluviatillis",2002,"water",0.0427817865853658
"427","HMK019","temperature","C","Perca fluviatillis",2003,"water",0.0427817865853658
"428","HMK019","temperature","C","Perca fluviatillis",2004,"water",0.0427817865853658
"429","HMK019","temperature","C","Perca fluviatillis",2005,"water",0.0427817865853658
"430","HMK019","temperature","C","Perca fluviatillis",2006,"water",0.0427817865853658
"431","HMK019","temperature","C","Perca fluviatillis",2007,"water",0.0427817865853658
"432","HMK019","temperature","C","Perca fluviatillis",2008,"water",0.0427817865853658
"433","HMK019","temperature","C","Perca fluviatillis",1969,"water",0.0427817865853658
"434","HMK019","temperature","C","Daphnia3 spp.",1970,"water",0.0427817865853658
"435","HMK019","temperature","C","Daphnia3 spp.",1971,"water",0.0427817865853658
"436","HMK019","temperature","C","Daphnia3 spp.",1972,"water",0.0427817865853658
"437","HMK019","temperature","C","Daphnia3 spp.",1973,"water",0.0427817865853658
"438","HMK019","temperature","C","Daphnia3 spp.",1974,"water",0.0427817865853658
"439","HMK019","temperature","C","Daphnia3 spp.",1975,"water",0.0427817865853658
"440","HMK019","temperature","C","Daphnia3 spp.",1976,"water",0.0427817865853658
"441","HMK019","temperature","C","Daphnia3 spp.",1977,"water",0.0427817865853658
"442","HMK019","temperature","C","Daphnia3 spp.",1978,"water",0.0427817865853658
"443","HMK019","temperature","C","Daphnia3 spp.",1979,"water",0.0427817865853658
"444","HMK019","temperature","C","Daphnia3 spp.",1980,"water",0.0427817865853658
"445","HMK019","temperature","C","Daphnia3 spp.",1981,"water",0.0427817865853658
"446","HMK019","temperature","C","Daphnia3 spp.",1982,"water",0.0427817865853658
"447","HMK019","temperature","C","Daphnia3 spp.",1983,"water",0.0427817865853658
"448","HMK019","temperature","C","Daphnia3 spp.",1984,"water",0.0427817865853658
"449","HMK019","temperature","C","Daphnia3 spp.",1985,"water",0.0427817865853658
"450","HMK019","temperature","C","Daphnia3 spp.",1986,"water",0.0427817865853658
"451","HMK019","temperature","C","Daphnia3 spp.",1987,"water",0.0427817865853658
"452","HMK019","temperature","C","Daphnia3 spp.",1988,"water",0.0427817865853658
"453","HMK019","temperature","C","Daphnia3 spp.",1989,"water",0.0427817865853658
"454","HMK019","temperature","C","Daphnia3 spp.",1990,"water",0.0427817865853658
"455","HMK019","temperature","C","Daphnia3 spp.",1991,"water",0.0427817865853658
"456","HMK019","temperature","C","Daphnia3 spp.",1992,"water",0.0427817865853658
"457","HMK019","temperature","C","Daphnia3 spp.",1993,"water",0.0427817865853658
"458","HMK019","temperature","C","Daphnia3 spp.",1994,"water",0.0427817865853658
"459","HMK019","temperature","C","Daphnia3 spp.",1995,"water",0.0427817865853658
"460","HMK019","temperature","C","Daphnia3 spp.",1996,"water",0.0427817865853658
"461","HMK019","temperature","C","Daphnia3 spp.",1997,"water",0.0427817865853658
"462","HMK019","temperature","C","Daphnia3 spp.",1998,"water",0.0427817865853658
"463","HMK019","temperature","C","Daphnia3 spp.",1999,"water",0.0427817865853658
"464","HMK019","temperature","C","Daphnia3 spp.",2000,"water",0.0427817865853658
"465","HMK019","temperature","C","Daphnia3 spp.",2001,"water",0.0427817865853658
"466","HMK019","temperature","C","Daphnia3 spp.",2002,"water",0.0427817865853658
"467","HMK019","temperature","C","Daphnia3 spp.",2003,"water",0.0427817865853658
"468","HMK019","temperature","C","Daphnia3 spp.",2004,"water",0.0427817865853658
"469","HMK019","temperature","C","Daphnia3 spp.",2005,"water",0.0427817865853658
"470","HMK019","temperature","C","Daphnia3 spp.",2006,"water",0.0427817865853658
"471","HMK019","temperature","C","Daphnia3 spp.",2007,"water",0.0427817865853658
"472","HMK019","temperature","C","Daphnia3 spp.",2008,"water",0.0427817865853658
"473","HMK019","temperature","C","Daphnia3 spp.",1969,"water",0.0427817865853658
"474","HMK019","temperature","C","Daphnia3 spp.",1970,"water",0.0427817865853658
"475","HMK019","temperature","C","Daphnia3 spp.",1971,"water",0.0427817865853658
"476","HMK019","temperature","C","Daphnia3 spp.",1972,"water",0.0427817865853658
"477","HMK019","temperature","C","Daphnia3 spp.",1973,"water",0.0427817865853658
"478","HMK019","temperature","C","Daphnia3 spp.",1974,"water",0.0427817865853658
"479","HMK019","temperature","C","Daphnia3 spp.",1975,"water",0.0427817865853658
"480","HMK019","temperature","C","Daphnia3 spp.",1976,"water",0.0427817865853658
"481","HMK019","temperature","C","Daphnia3 spp.",1977,"water",0.0427817865853658
"482","HMK019","temperature","C","Daphnia3 spp.",1978,"water",0.0427817865853658
"483","HMK019","temperature","C","Daphnia3 spp.",1979,"water",0.0427817865853658
"484","HMK019","temperature","C","Daphnia3 spp.",1980,"water",0.0427817865853658
"485","HMK019","temperature","C","Daphnia3 spp.",1981,"water",0.0427817865853658
"486","HMK019","temperature","C","Daphnia3 spp.",1982,"water",0.0427817865853658
"487","HMK019","temperature","C","Daphnia3 spp.",1983,"water",0.0427817865853658
"488","HMK019","temperature","C","Daphnia3 spp.",1984,"water",0.0427817865853658
"489","HMK019","temperature","C","Daphnia3 spp.",1985,"water",0.0427817865853658
"490","HMK019","temperature","C","Daphnia3 spp.",1986,"water",0.0427817865853658
"491","HMK019","temperature","C","Daphnia3 spp.",1987,"water",0.0427817865853658
"492","HMK019","temperature","C","Daphnia3 spp.",1988,"water",0.0427817865853658
"493","HMK019","temperature","C","Daphnia3 spp.",1989,"water",0.0427817865853658
"494","HMK019","temperature","C","Daphnia3 spp.",1990,"water",0.0427817865853658
"495","HMK019","temperature","C","Daphnia3 spp.",1991,"water",0.0427817865853658
"496","HMK019","temperature","C","Daphnia3 spp.",1992,"water",0.0427817865853658
"497","HMK019","temperature","C","Daphnia3 spp.",1993,"water",0.0427817865853658
"498","HMK019","temperature","C","Daphnia3 spp.",1994,"water",0.0427817865853658
"499","HMK019","temperature","C","Daphnia3 spp.",1995,"water",0.0427817865853658
"500","HMK019","temperature","C","Daphnia3 spp.",1996,"water",0.0427817865853658
"501","HMK019","temperature","C","Daphnia3 spp.",1997,"water",0.0427817865853658
"502","HMK019","temperature","C","Daphnia3 spp.",1998,"water",0.0427817865853658
"503","HMK019","temperature","C","Daphnia3 spp.",1999,"water",0.0427817865853658
"504","HMK019","temperature","C","Daphnia3 spp.",2000,"water",0.0427817865853658
"505","HMK019","temperature","C","Daphnia3 spp.",2001,"water",0.0427817865853658
"506","HMK019","temperature","C","Daphnia3 spp.",2002,"water",0.0427817865853658
"507","HMK019","temperature","C","Daphnia3 spp.",2003,"water",0.0427817865853658
"508","HMK019","temperature","C","Daphnia3 spp.",2004,"water",0.0427817865853658
"509","HMK019","temperature","C","Daphnia3 spp.",2005,"water",0.0427817865853658
"510","HMK019","temperature","C","Daphnia3 spp.",2006,"water",0.0427817865853658
"511","HMK019","temperature","C","Daphnia3 spp.",2007,"water",0.0427817865853658
"512","HMK019","temperature","C","Daphnia3 spp.",2008,"water",0.0427817865853658
"513","HMK019","temperature","C","Daphnia3 spp.",1969,"water",0.0427817865853658
"514","HMK023","snowmelt","doy","all",1999,"ground",0.339560439560454
"515","HMK023","snowmelt","doy","all",2000,"ground",0.339560439560454
"516","HMK023","snowmelt","doy","all",2001,"ground",0.339560439560454
"517","HMK023","snowmelt","doy","all",2002,"ground",0.339560439560454
"518","HMK023","snowmelt","doy","all",2003,"ground",0.339560439560454
"519","HMK023","snowmelt","doy","all",2004,"ground",0.339560439560454
"520","HMK023","snowmelt","doy","all",2005,"ground",0.339560439560454
"521","HMK023","snowmelt","doy","all",2006,"ground",0.339560439560454
"522","HMK023","snowmelt","doy","all",2007,"ground",0.339560439560454
"523","HMK023","snowmelt","doy","all",2008,"ground",0.339560439560454
"524","HMK023","snowmelt","doy","all",2009,"ground",0.339560439560454
"525","HMK023","snowmelt","doy","all",2010,"ground",0.339560439560454
"526","HMK023","snowmelt","doy","all",2011,"ground",0.339560439560454
"527","HMK023","snowmelt","doy","all",2012,"ground",0.339560439560454
"528","HMK023","snowmelt","doy","all",1999,"ground",0.339560439560454
"529","HMK023","snowmelt","doy","all",2000,"ground",0.339560439560454
"530","HMK023","snowmelt","doy","all",2001,"ground",0.339560439560454
"531","HMK023","snowmelt","doy","all",2002,"ground",0.339560439560454
"532","HMK023","snowmelt","doy","all",2003,"ground",0.339560439560454
"533","HMK023","snowmelt","doy","all",2004,"ground",0.339560439560454
"534","HMK023","snowmelt","doy","all",2005,"ground",0.339560439560454
"535","HMK023","snowmelt","doy","all",2006,"ground",0.339560439560454
"536","HMK023","snowmelt","doy","all",2007,"ground",0.339560439560454
"537","HMK023","snowmelt","doy","all",2008,"ground",0.339560439560454
"538","HMK023","snowmelt","doy","all",2009,"ground",0.339560439560454
"539","HMK023","snowmelt","doy","all",2010,"ground",0.339560439560454
"540","HMK023","snowmelt","doy","all",2011,"ground",0.339560439560454
"541","HMK023","snowmelt","doy","all",2012,"ground",0.339560439560454
"542","15","","","",NA,"",0
"543","15","","","",NA,"",0
"544","15","","","",NA,"",0
"545","15","","","",NA,"",0
