"","X","studyid","intid","year","spp1","spp2","interaction","neg_phenovalue","neg_slope","pos_phenovalue","pos_slope","phenodiff","phenofreq","intxn"
"577",577,"HMK027",177,2004,"Caterpillar spp.","Parus1 major","predation",115.5175,-0.182992498750978,98.4726,-0.135115010845993,17.0449,"daily","Caterpillar spp. Parus1 major predation"
"578",578,"HMK027",177,2006,"Caterpillar spp.","Parus1 major","predation",118.103,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Parus1 major predation"
"579",579,"HMK027",177,2007,"Caterpillar spp.","Parus1 major","predation",106.724,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Parus1 major predation"
"580",580,"HMK027",178,1961,"Caterpillar spp.","Ficedula1 albicollis","predation",105.172,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"581",581,"HMK027",178,1962,"Caterpillar spp.","Ficedula1 albicollis","predation",123.017,-0.182992498750978,118.154,-0.192331808613633,4.863,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"582",582,"HMK027",178,1963,"Caterpillar spp.","Ficedula1 albicollis","predation",121.983,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"583",583,"HMK027",178,1964,"Caterpillar spp.","Ficedula1 albicollis","predation",121.983,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"584",584,"HMK027",178,1965,"Caterpillar spp.","Ficedula1 albicollis","predation",128.707,-0.182992498750978,125.6155,-0.192331808613633,3.0915,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"585",585,"HMK027",178,1966,"Caterpillar spp.","Ficedula1 albicollis","predation",119.138,-0.182992498750978,118.385,-0.192331808613633,0.753,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"586",586,"HMK027",178,1967,"Caterpillar spp.","Ficedula1 albicollis","predation",119.655,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"587",587,"HMK027",178,1968,"Caterpillar spp.","Ficedula1 albicollis","predation",118.621,-0.182992498750978,124.077,-0.192331808613633,-5.456,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"588",588,"HMK027",178,1969,"Caterpillar spp.","Ficedula1 albicollis","predation",124.828,-0.182992498750978,121.308,-0.192331808613633,3.52,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"589",589,"HMK027",178,1970,"Caterpillar spp.","Ficedula1 albicollis","predation",125.086,-0.182992498750978,125.615,-0.192331808613633,-0.528999999999996,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"590",590,"HMK027",178,1971,"Caterpillar spp.","Ficedula1 albicollis","predation",119.655,-0.182992498750978,120.846,-0.192331808613633,-1.191,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"591",591,"HMK027",178,1972,"Caterpillar spp.","Ficedula1 albicollis","predation",117.845,-0.182992498750978,117.308,-0.192331808613633,0.536999999999992,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"592",592,"HMK027",178,1973,"Caterpillar spp.","Ficedula1 albicollis","predation",120.69,-0.182992498750978,122.692,-0.192331808613633,-2.002,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"593",593,"HMK027",178,1974,"Caterpillar spp.","Ficedula1 albicollis","predation",102.328,-0.182992498750978,120.231,-0.192331808613633,-17.903,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"594",594,"HMK027",178,1975,"Caterpillar spp.","Ficedula1 albicollis","predation",123.793,-0.182992498750978,122.846,-0.192331808613633,0.947000000000003,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"595",595,"HMK027",178,1976,"Caterpillar spp.","Ficedula1 albicollis","predation",122.5,-0.182992498750978,123.923,-0.192331808613633,-1.423,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"596",596,"HMK027",178,1977,"Caterpillar spp.","Ficedula1 albicollis","predation",119.655,-0.182992498750978,118.692,-0.192331808613633,0.963000000000008,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"597",597,"HMK027",178,1978,"Caterpillar spp.","Ficedula1 albicollis","predation",126.897,-0.182992498750978,120.077,-0.192331808613633,6.82000000000001,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"598",598,"HMK027",178,1979,"Caterpillar spp.","Ficedula1 albicollis","predation",124.569,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"599",599,"HMK027",178,1980,"Caterpillar spp.","Ficedula1 albicollis","predation",132.845,-0.182992498750978,129.769,-0.192331808613633,3.07599999999999,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"600",600,"HMK027",178,1981,"Caterpillar spp.","Ficedula1 albicollis","predation",117.845,-0.182992498750978,111.308,-0.192331808613633,6.53699999999999,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"601",601,"HMK027",178,1982,"Caterpillar spp.","Ficedula1 albicollis","predation",124.828,-0.182992498750978,128.077,-0.192331808613633,-3.249,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"602",602,"HMK027",178,1983,"Caterpillar spp.","Ficedula1 albicollis","predation",118.103,-0.182992498750978,116.538,-0.192331808613633,1.565,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"603",603,"HMK027",178,1984,"Caterpillar spp.","Ficedula1 albicollis","predation",122.759,-0.182992498750978,121.923,-0.192331808613633,0.835999999999999,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"604",604,"HMK027",178,1985,"Caterpillar spp.","Ficedula1 albicollis","predation",124.052,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"605",605,"HMK027",178,1986,"Caterpillar spp.","Ficedula1 albicollis","predation",120.431,-0.182992498750978,117.462,-0.192331808613633,2.96899999999999,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"606",606,"HMK027",178,1987,"Caterpillar spp.","Ficedula1 albicollis","predation",120.69,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"607",607,"HMK027",178,1988,"Caterpillar spp.","Ficedula1 albicollis","predation",118.621,-0.182992498750978,122.538,-0.192331808613633,-3.917,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"608",608,"HMK027",178,1989,"Caterpillar spp.","Ficedula1 albicollis","predation",107.5,-0.182992498750978,108.538,-0.192331808613633,-1.038,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"609",609,"HMK027",178,1990,"Caterpillar spp.","Ficedula1 albicollis","predation",108.276,-0.182992498750978,119.154,-0.192331808613633,-10.878,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"610",610,"HMK027",178,1991,"Caterpillar spp.","Ficedula1 albicollis","predation",118.362,-0.182992498750978,121,-0.192331808613633,-2.63800000000001,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"611",611,"HMK027",178,1993,"Caterpillar spp.","Ficedula1 albicollis","predation",119.138,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"612",612,"HMK027",178,1994,"Caterpillar spp.","Ficedula1 albicollis","predation",111.897,-0.182992498750978,114.385,-0.192331808613633,-2.488,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"613",613,"HMK027",178,1995,"Caterpillar spp.","Ficedula1 albicollis","predation",118.621,-0.182992498750978,117.154,-0.192331808613633,1.467,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"614",614,"HMK027",178,1997,"Caterpillar spp.","Ficedula1 albicollis","predation",123.017,-0.182992498750978,122.846,-0.192331808613633,0.170999999999992,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"615",615,"HMK027",178,1998,"Caterpillar spp.","Ficedula1 albicollis","predation",115.776,-0.182992498750978,115.308,-0.192331808613633,0.467999999999989,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"616",616,"HMK027",178,1999,"Caterpillar spp.","Ficedula1 albicollis","predation",109.31,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"617",617,"HMK027",178,2000,"Caterpillar spp.","Ficedula1 albicollis","predation",114.741,-0.182992498750978,113.462,-0.192331808613633,1.279,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"618",618,"HMK027",178,2001,"Caterpillar spp.","Ficedula1 albicollis","predation",114.224,-0.182992498750978,118.692,-0.192331808613633,-4.46799999999999,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"619",619,"HMK027",178,2002,"Caterpillar spp.","Ficedula1 albicollis","predation",106.983,-0.182992498750978,115.846,-0.192331808613633,-8.863,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"620",620,"HMK027",178,2003,"Caterpillar spp.","Ficedula1 albicollis","predation",116.293,-0.182992498750978,116.077,-0.192331808613633,0.216000000000008,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"621",621,"HMK027",178,2004,"Caterpillar spp.","Ficedula1 albicollis","predation",115.5175,-0.182992498750978,116.231,-0.192331808613633,-0.713499999999982,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"622",622,"HMK027",178,2006,"Caterpillar spp.","Ficedula1 albicollis","predation",118.103,-0.182992498750978,108.538,-0.192331808613633,9.565,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"623",623,"HMK027",178,2007,"Caterpillar spp.","Ficedula1 albicollis","predation",106.724,-0.182992498750978,NA,NA,NA,"daily","Caterpillar spp. Ficedula1 albicollis predation"
"624",624,"HMK027",179,1961,"Quercus2 robur","Caterpillar spp.","herbivory",96.0599,-0.124616806890636,105.172,-0.182992498750978,-9.1121,"daily","Quercus2 robur Caterpillar spp. herbivory"
"625",625,"HMK027",179,1962,"Quercus2 robur","Caterpillar spp.","herbivory",112.912,-0.124616806890636,123.017,-0.182992498750978,-10.105,"daily","Quercus2 robur Caterpillar spp. herbivory"
"626",626,"HMK027",179,1964,"Quercus2 robur","Caterpillar spp.","herbivory",117.151,-0.124616806890636,121.983,-0.182992498750978,-4.83200000000001,"daily","Quercus2 robur Caterpillar spp. herbivory"
"627",627,"HMK027",179,1965,"Quercus2 robur","Caterpillar spp.","herbivory",105.852,-0.124616806890636,128.707,-0.182992498750978,-22.855,"daily","Quercus2 robur Caterpillar spp. herbivory"
"628",628,"HMK027",179,1968,"Quercus2 robur","Caterpillar spp.","herbivory",114.039,-0.124616806890636,118.621,-0.182992498750978,-4.58199999999999,"daily","Quercus2 robur Caterpillar spp. herbivory"
"629",629,"HMK027",179,1970,"Quercus2 robur","Caterpillar spp.","herbivory",110.115,-0.124616806890636,125.086,-0.182992498750978,-14.971,"daily","Quercus2 robur Caterpillar spp. herbivory"
"630",630,"HMK027",179,1971,"Quercus2 robur","Caterpillar spp.","herbivory",103.553,-0.124616806890636,119.655,-0.182992498750978,-16.102,"daily","Quercus2 robur Caterpillar spp. herbivory"
"631",631,"HMK027",179,1972,"Quercus2 robur","Caterpillar spp.","herbivory",115.669,-0.124616806890636,117.845,-0.182992498750978,-2.176,"daily","Quercus2 robur Caterpillar spp. herbivory"
"632",632,"HMK027",179,1973,"Quercus2 robur","Caterpillar spp.","herbivory",95.6802,-0.124616806890636,120.69,-0.182992498750978,-25.0098,"daily","Quercus2 robur Caterpillar spp. herbivory"
"633",633,"HMK027",179,1974,"Quercus2 robur","Caterpillar spp.","herbivory",113.848,-0.124616806890636,102.328,-0.182992498750978,11.52,"daily","Quercus2 robur Caterpillar spp. herbivory"
"634",634,"HMK027",179,1975,"Quercus2 robur","Caterpillar spp.","herbivory",111.229,-0.124616806890636,123.793,-0.182992498750978,-12.564,"daily","Quercus2 robur Caterpillar spp. herbivory"
"635",635,"HMK027",179,1976,"Quercus2 robur","Caterpillar spp.","herbivory",112.294,-0.124616806890636,122.5,-0.182992498750978,-10.206,"daily","Quercus2 robur Caterpillar spp. herbivory"
"636",636,"HMK027",179,1977,"Quercus2 robur","Caterpillar spp.","herbivory",115.724,-0.124616806890636,119.655,-0.182992498750978,-3.931,"daily","Quercus2 robur Caterpillar spp. herbivory"
"637",637,"HMK027",179,1978,"Quercus2 robur","Caterpillar spp.","herbivory",111.791,-0.124616806890636,126.897,-0.182992498750978,-15.106,"daily","Quercus2 robur Caterpillar spp. herbivory"
"638",638,"HMK027",179,1979,"Quercus2 robur","Caterpillar spp.","herbivory",121.276,-0.124616806890636,124.569,-0.182992498750978,-3.29300000000001,"daily","Quercus2 robur Caterpillar spp. herbivory"
"639",639,"HMK027",179,1980,"Quercus2 robur","Caterpillar spp.","herbivory",99.1814,-0.124616806890636,132.845,-0.182992498750978,-33.6636,"daily","Quercus2 robur Caterpillar spp. herbivory"
"640",640,"HMK027",179,1981,"Quercus2 robur","Caterpillar spp.","herbivory",111.032,-0.124616806890636,117.845,-0.182992498750978,-6.813,"daily","Quercus2 robur Caterpillar spp. herbivory"
"641",641,"HMK027",179,1982,"Quercus2 robur","Caterpillar spp.","herbivory",109.994,-0.124616806890636,124.828,-0.182992498750978,-14.834,"daily","Quercus2 robur Caterpillar spp. herbivory"
"642",642,"HMK027",179,1983,"Quercus2 robur","Caterpillar spp.","herbivory",113.163,-0.124616806890636,118.103,-0.182992498750978,-4.94,"daily","Quercus2 robur Caterpillar spp. herbivory"
"643",643,"HMK027",179,1984,"Quercus2 robur","Caterpillar spp.","herbivory",110.543,-0.124616806890636,122.759,-0.182992498750978,-12.216,"daily","Quercus2 robur Caterpillar spp. herbivory"
"644",644,"HMK027",179,1986,"Quercus2 robur","Caterpillar spp.","herbivory",112.934,-0.124616806890636,120.431,-0.182992498750978,-7.497,"daily","Quercus2 robur Caterpillar spp. herbivory"
"645",645,"HMK027",179,1988,"Quercus2 robur","Caterpillar spp.","herbivory",101.376,-0.124616806890636,118.621,-0.182992498750978,-17.245,"daily","Quercus2 robur Caterpillar spp. herbivory"
"646",646,"HMK027",179,1989,"Quercus2 robur","Caterpillar spp.","herbivory",93.2322,-0.124616806890636,107.5,-0.182992498750978,-14.2678,"daily","Quercus2 robur Caterpillar spp. herbivory"
"647",647,"HMK027",179,1991,"Quercus2 robur","Caterpillar spp.","herbivory",106.67,-0.124616806890636,118.362,-0.182992498750978,-11.692,"daily","Quercus2 robur Caterpillar spp. herbivory"
"648",648,"HMK027",179,1993,"Quercus2 robur","Caterpillar spp.","herbivory",106.167,-0.124616806890636,119.138,-0.182992498750978,-12.971,"daily","Quercus2 robur Caterpillar spp. herbivory"
"649",649,"HMK027",179,1994,"Quercus2 robur","Caterpillar spp.","herbivory",107.232,-0.124616806890636,111.897,-0.182992498750978,-4.66500000000001,"daily","Quercus2 robur Caterpillar spp. herbivory"
"650",650,"HMK027",179,1995,"Quercus2 robur","Caterpillar spp.","herbivory",112.901,-0.124616806890636,118.621,-0.182992498750978,-5.72,"daily","Quercus2 robur Caterpillar spp. herbivory"
"651",651,"HMK027",179,1996,"Quercus2 robur","Caterpillar spp.","herbivory",115.153,-0.124616806890636,NA,NA,NA,"daily","Quercus2 robur Caterpillar spp. herbivory"
"652",652,"HMK027",179,1997,"Quercus2 robur","Caterpillar spp.","herbivory",105.427,-0.124616806890636,123.017,-0.182992498750978,-17.59,"daily","Quercus2 robur Caterpillar spp. herbivory"
"653",653,"HMK027",179,1998,"Quercus2 robur","Caterpillar spp.","herbivory",99.9133,-0.124616806890636,115.776,-0.182992498750978,-15.8627,"daily","Quercus2 robur Caterpillar spp. herbivory"
"654",654,"HMK027",179,2000,"Quercus2 robur","Caterpillar spp.","herbivory",103.6155,-0.124616806890636,114.741,-0.182992498750978,-11.1255,"daily","Quercus2 robur Caterpillar spp. herbivory"
"655",655,"HMK027",179,2002,"Quercus2 robur","Caterpillar spp.","herbivory",101.66475,-0.124616806890636,106.983,-0.182992498750978,-5.31825000000001,"daily","Quercus2 robur Caterpillar spp. herbivory"
"656",656,"HMK027",179,2004,"Quercus2 robur","Caterpillar spp.","herbivory",106.425,-0.124616806890636,115.5175,-0.182992498750978,-9.09250000000002,"daily","Quercus2 robur Caterpillar spp. herbivory"
"657",657,"HMK027",179,2006,"Quercus2 robur","Caterpillar spp.","herbivory",109.994,-0.124616806890636,118.103,-0.182992498750978,-8.10899999999999,"daily","Quercus2 robur Caterpillar spp. herbivory"
"658",658,"HMK027",179,2007,"Quercus2 robur","Caterpillar spp.","herbivory",99.743,-0.124616806890636,106.724,-0.182992498750978,-6.98100000000001,"daily","Quercus2 robur Caterpillar spp. herbivory"
"659",659,"HMK028",180,1961,"Operophtera brumata","Parus2 major","predation",140.5084,-0.356399997454411,112.7814,-0.264192645698434,27.727,"daily","Operophtera brumata Parus2 major predation"
"660",660,"HMK028",180,1962,"Operophtera brumata","Parus2 major","predation",165.6977,-0.356399997454411,123.9555,-0.264192645698434,41.7422,"daily","Operophtera brumata Parus2 major predation"
"661",661,"HMK028",180,1963,"Operophtera brumata","Parus2 major","predation",159.5276,-0.356399997454411,119.9474,-0.264192645698434,39.5802,"daily","Operophtera brumata Parus2 major predation"
"662",662,"HMK028",180,1964,"Operophtera brumata","Parus2 major","predation",201.3834,-0.356399997454411,125.8057,-0.264192645698434,75.5777,"daily","Operophtera brumata Parus2 major predation"
"663",663,"HMK028",180,1965,"Operophtera brumata","Parus2 major","predation",149.6574,-0.356399997454411,121.0405,-0.264192645698434,28.6169,"daily","Operophtera brumata Parus2 major predation"
"664",664,"HMK028",180,1966,"Operophtera brumata","Parus2 major","predation",155.5865,-0.356399997454411,125.8988,-0.264192645698434,29.6877,"daily","Operophtera brumata Parus2 major predation"
"665",665,"HMK028",180,1967,"Operophtera brumata","Parus2 major","predation",157.5645,-0.356399997454411,120.3117,-0.264192645698434,37.2528,"daily","Operophtera brumata Parus2 major predation"
"666",666,"HMK028",180,1968,"Operophtera brumata","Parus2 major","predation",159.4319,-0.356399997454411,122.6478,-0.264192645698434,36.7841,"daily","Operophtera brumata Parus2 major predation"
"667",667,"HMK028",180,1969,"Operophtera brumata","Parus2 major","predation",159.4228,-0.356399997454411,126.0202,-0.264192645698434,33.4026,"daily","Operophtera brumata Parus2 major predation"
"668",668,"HMK028",180,1970,"Operophtera brumata","Parus2 major","predation",156.5864,-0.356399997454411,126.5061,-0.264192645698434,30.0803,"daily","Operophtera brumata Parus2 major predation"
"669",669,"HMK028",180,1971,"Operophtera brumata","Parus2 major","predation",156.5891,-0.356399997454411,125.0486,-0.264192645698434,31.5405,"daily","Operophtera brumata Parus2 major predation"
"670",670,"HMK028",180,1975,"Operophtera brumata","Parus2 major","predation",159.5639,-0.356399997454411,123.4696,-0.264192645698434,36.0943,"daily","Operophtera brumata Parus2 major predation"
"671",671,"HMK028",180,1983,"Operophtera brumata","Parus2 major","predation",162.9218,-0.356399997454411,120.5547,-0.264192645698434,42.3671,"daily","Operophtera brumata Parus2 major predation"
"672",672,"HMK028",180,1984,"Operophtera brumata","Parus2 major","predation",162.5678,-0.356399997454411,129.9352,-0.264192645698434,32.6326,"daily","Operophtera brumata Parus2 major predation"
"673",673,"HMK028",180,1985,"Operophtera brumata","Parus2 major","predation",157.7434,-0.356399997454411,116.9109,-0.264192645698434,40.8325,"daily","Operophtera brumata Parus2 major predation"
"674",674,"HMK028",180,1986,"Operophtera brumata","Parus2 major","predation",165.6478,-0.356399997454411,130.1498,-0.264192645698434,35.498,"daily","Operophtera brumata Parus2 major predation"
"675",675,"HMK028",180,1987,"Operophtera brumata","Parus2 major","predation",152.688,-0.356399997454411,113.6316,-0.264192645698434,39.0564,"daily","Operophtera brumata Parus2 major predation"
"676",676,"HMK028",180,1988,"Operophtera brumata","Parus2 major","predation",153.6916,-0.356399997454411,124.7126,-0.264192645698434,28.979,"daily","Operophtera brumata Parus2 major predation"
"677",677,"HMK028",180,1993,"Operophtera brumata","Parus2 major","predation",150.3609,-0.356399997454411,112.5385,-0.264192645698434,37.8224,"daily","Operophtera brumata Parus2 major predation"
"678",678,"HMK028",180,1994,"Operophtera brumata","Parus2 major","predation",152.339,-0.356399997454411,118.6113,-0.264192645698434,33.7277,"daily","Operophtera brumata Parus2 major predation"
"679",679,"HMK028",180,1995,"Operophtera brumata","Parus2 major","predation",145.3051,-0.356399997454411,109.9879,-0.264192645698434,35.3172,"daily","Operophtera brumata Parus2 major predation"
"680",680,"HMK028",180,1996,"Operophtera brumata","Parus2 major","predation",163.3453,-0.356399997454411,121.4332,-0.264192645698434,41.9121,"daily","Operophtera brumata Parus2 major predation"
"681",681,"HMK028",180,1997,"Operophtera brumata","Parus2 major","predation",142.348,-0.356399997454411,104.5223,-0.264192645698434,37.8257,"daily","Operophtera brumata Parus2 major predation"
"682",682,"HMK028",180,1998,"Operophtera brumata","Parus2 major","predation",147.2886,-0.356399997454411,116.9109,-0.264192645698434,30.3777,"daily","Operophtera brumata Parus2 major predation"
"683",683,"HMK028",180,1999,"Operophtera brumata","Parus2 major","predation",145.1934,-0.356399997454411,114.1174,-0.264192645698434,31.076,"daily","Operophtera brumata Parus2 major predation"
"684",684,"HMK028",180,2000,"Operophtera brumata","Parus2 major","predation",146.3201,-0.356399997454411,117.5466,-0.264192645698434,28.7735,"daily","Operophtera brumata Parus2 major predation"
"685",685,"HMK028",180,2001,"Operophtera brumata","Parus2 major","predation",153.3475,-0.356399997454411,122.9838,-0.264192645698434,30.3637,"daily","Operophtera brumata Parus2 major predation"
"686",686,"HMK028",180,2002,"Operophtera brumata","Parus2 major","predation",143.2277,-0.356399997454411,104.8866,-0.264192645698434,38.3411,"daily","Operophtera brumata Parus2 major predation"
"687",687,"HMK028",180,2003,"Operophtera brumata","Parus2 major","predation",142.2436,-0.356399997454411,115.0891,-0.264192645698434,27.1545,"daily","Operophtera brumata Parus2 major predation"
"688",688,"HMK028",180,2004,"Operophtera brumata","Parus2 major","predation",147.3204,-0.356399997454411,111.2308,-0.264192645698434,36.0896,"daily","Operophtera brumata Parus2 major predation"
"689",689,"HMK028",180,2005,"Operophtera brumata","Parus2 major","predation",147.3108,-0.356399997454411,113.996,-0.264192645698434,33.3148,"daily","Operophtera brumata Parus2 major predation"
"690",690,"HMK028",180,2006,"Operophtera brumata","Parus2 major","predation",150.277,-0.356399997454411,117.0324,-0.264192645698434,33.2446,"daily","Operophtera brumata Parus2 major predation"
"906",906,"HMK032",189,1956,"Asterionella spp.","Daphnia hyalina-galeata","herbivory",139.8299,-0.401231081081081,140.0553,-0.248595959359862,-0.225399999999979,"weekly","Asterionella spp. Daphnia hyalina-galeata herbivory"
"907",907,"HMK032",189,1957,"Asterionella spp.","Daphnia hyalina-galeata","herbivory",154.1813,-0.401231081081081,NA,NA,NA,"weekly","Asterionella spp. Daphnia hyalina-galeata herbivory"
